Asiakasnro;Y-tunnus;Toimijan nimi1;Toimijan nimi2;TKohdenro;Kohde;Lahiosoite;Postitmp;Toimintaluokka;Toimintaluokan nimi;Toimintatyyppi;Toimintatyypin nimi;Asiakaspaikkojen määrä;Toiminnan aloitus pvm;
17984;2747989-1;LUCKY Vegan;;29572;Myyntiteltta/LUCKY Vegan;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.05.2016;
17989;2711457-7;Stadin Food Truck Oy;;29579;Myyntivaunu/Stadin Food Truck Oy;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;12.11.2014;
18011;1372492-1;Valokuvaaja Sami Repo;;29642;Myyntivaunu/Sami Repo;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
18022;2735128-1;Chirmole avoin yhtiö;;29666;Myyntivaunu/Chirmole;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;2;04.04.2016;
16767;2622039-4;Thai Papaya Oy;;29716;Thai Papaya Hernesaarenranta;Hernesaarenranta 6;00150 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;200;30.04.2016;
15177;2538302-8;Restel Fast Food Oy;;29717;Burger King Meilahti Helsinki;Tukholmankatu 2;00250 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;120;28.04.2016;
9656;1018487-8;Unioninkadun keidas Oy;;29766;Ravintola Colorado;Hernesaarenranta 6;00150 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;200;13.05.2016;
18101;2458519-7;DANG XUAN TUNG;;29817;Tintin Grilli;Helsinginkatu 21;00500 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
18103;1907885-2;T:mi Karhupuiston Grilli;;29820;Karhupuiston Grilli;Agricolankatu 8 a;00530 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
2857;1108990-1;Cat Corporation Oy;;4129;Cat Corporation Oy/ Grillivaunu ja hot dog-kärryt;Inkoonkatu 4-6 A 9;00520 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;19.04.2016;
18140;2733800-1;Grilli 68;;29885;Myyntivaunu/Grilli 68;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.03.2016;
15177;2538302-8;Restel Fast Food Oy;;30027;Burger King Malmi Helsinki;Ala-Malmin tori 4;00700 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;78;03.06.2016;
18232;2761980-7;Coconut Street Catering Oy;;30072;Myyntivaunu/Coconut Street;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;13.06.2016;
18171;1446209-7;Bellacara Oy; c/o Urjansson;30183;Myyntivaunu/Bellacara Oy;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;20.06.2016;
3944;1713502-4;Titi-Grilli;;30197;Myyntivaunu/Titi-Grilli;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.06.2016;
15574;2616275-3;Kotifalafel;;30201;Kotifalafel;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.04.2014;
2041;0116659-8;Lasten Päivän Säätiö/Linnanmäki;;30207;Linnanmäki Gourmet Hodarikärry;Tivolikuja 1;00510 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;23.05.2016;
15699;2571604-8;BBQ on Wheels t:mi;;30268;On wheels tmi;Vihtijärventie 292;03620 KARKKILA;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;21.09.0013;
18334;2761089-6;Tacorita;;30282;Myyntiteltta/Tacorita;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;28.05.2016;
16326;1562491-6;JimJam-kioski;;26271;Kioskikeidas;Vilppulantie 27;00700 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;2;;
18341;2759001-2;Is-Ka palvelu avoin yhtiö;;30294;Myyntivaunu/Is-Ka palvelu avoin yhtiö;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;4;09.07.2016;
18363;2734285-2;Doggies Oy;;30342;Myyntivaunu/Doggies;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;21.06.2016;
18381;2742429-2;Kusmiku Oy;;30474;Kusmiku Food Truck;Ilveksenpolku 7;18150 HEINOLA;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;1;;
4000;0929356-7;Helsingin Treffipaikka Oy;;30408;Myyntivaunu/Treffi pub & bistro;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
9020;1664043-2;Nguyen Thi Cam Thuy;Za Za Studio;30495;Myyntivaunu/Selvi Grilli;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;6;11.02.2010;
18438;2692285-5;Jotun Texas BBQ Oy;;30501;Trimarvi;Liikkuva elintarvikehuoneisto;02780 Espoo;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;26.02.0016;
17153;2694401-8;F-food street Tmi;;30504;Food Street;Liikkuva elintarvikehuoneisto;02620 Espoo;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
15330;2536681-8;Dani Foods Oy;;30628;Myyntiteltta /Namaskaar Express;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.01.2014;
18495;2390479-0;Loving Hut Express Oy;;30637;Loving Hut express;Liikkuva elintarvikehuoneisto;01300 Vantaa;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;1;30.06.0011;
10232;2315355-2;Richie's Oy;;30646;Liikkuva / Richie's;Ansatie 1;01740 VANTAA;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
18523;2384676-2;Fast Food Festivals Oy;;30696;Porin Eväskeittiö;Ravanintie 1;28450 VANHA-ULVILA;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;22.02.0012;
18541;2709872-2;Fresh Pastabaari Oy;;30730;Pasta Box;Itäkatu 1-5 (LH1617);00930 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;23;16.08.2016;
18542;2756807-7;Mr. Onigiri;Haruka Kawasaki;30733;Tokyo Street;Hietalahden Kauppahalli;00180 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;10;15.07.2016;
18431;2564971-1;Pinky Boys Productions avoin yhtiö;;30757;Myyntivaunu/Tuk Tuk Travellers;Liikkuva elintarvikehuoneisto;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;1;01.06.2016;
18426;1470839-2;MeSaT;;30820;Bosphorus Street Food;Liikkuva elintarvikehuoneisto;02100 ESPOO;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;29.02.0016;
18592;2771061-9;SOKOLI OY;;30849;Raksaburger;Jurmonkuja 1;00590 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;45;01.09.2016;
18605;2706702-9;FalkOil Oy;;30866;Shell HelmiSimpukka Express, Käpylä;Vaakalinnuntie 1-3;00610 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.11.2016;
18620;2774256-5;KSJ Ravintolat Oy;;30886;McDonald's Ala-Tikkurila;Aamuruskontie 2;00750 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;170;;
3958;1017749-1;Hamraval Trading Oy;;31008;Myyntiteltta/Ravintola Habibi;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;26.09.2016;
12930;2301409-3;Suomen Järkkäri Oy;;31026;Joojoo Muikku joojoo;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;28.09.2016;
18047;2752282-9;Ravintola Super Bowl Oy;;31037;Superkulho;Hietalahden Kauppahalli;00180 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;12;24.10.2016;
18816;2704948-8;Carnis Oy;;31222;McDonald's Pukinmäki;Pukinmäenkaari 55;00720 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;140;01.11.2015;
21457;2779836-6;Food Folk Suomi Oy;;31271;McDonald's Meilahti;Paciuksenkatu 29;00270 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;153;01.11.2016;
21457;2779836-6;Food Folk Suomi Oy;;31273;McDonald's Kamppi;Fredrikinkatu 46;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;138;01.11.2016;
21457;2779836-6;Food Folk Suomi Oy;;31274;McDonald's Itäkeskus;Itäkatu 1-5;00930 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;150;01.11.2016;
4064;1779249-7;Itä-Helsingin Burger Oy;;31403;Hesburger Kannelmäki;Kantelettarentie 1;00420 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;54;17.12.2016;
18961;2787747-8;Thy Brothers;c/o Mohammad Hamdan;31514;Myyntivaunu/Thy Brothers;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;02.12.2016;
4617;0658353-4;Restel Ravintolat Oy;;31624;Hartwall Areena/Pikku Makkara;Areenankuja 1;00240 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;22.12.2016;
4617;0658353-4;Restel Ravintolat Oy;;31627;Hartwall Areena/Delipiste;Areenankuja 1;00240 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;22.12.2016;
19049;2761686-8;Saleh Dak Tmi;;31696;Chalupa Punavuori;Pursimiehenkatu 8;00150 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;6;;
9483;2091985-8;Juva Shipping Oy;;31868;Vallisaaren satamakahvila;Vallisaari;00860 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;200;01.04.2017;
19152;2809607-5;Poke & Things Oy;;35235;Hey Poke Kallio;Fleminginkatu 12;00530 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;6;;
19152;2809607-5;Poke & Things Oy;;31898;Hey Poke Eira;Korkeavuorenkatu 4;00140 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;6;;
19217;1047879-6;Riserva Oy;;32027;Myyntiauto/Naughty BRGR;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
19252;2787588-6;Mila Fastfood;;32086;Kartanon grilli;Puustellinpolku 2;00410 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;5;;
19273;2581103-7;Empanada Tropical Oy;c/o Jussila & Zuluaga;32124;Myyntivaunu/Empanada Tropical;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
18592;2771061-9;SOKOLI OY;;32185;Myyntivaunu/GRILLiBOXi Helsinki;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.09.2016;
19379;2487687-5;F.K. Red chili T:mi;;32290;Myyntivaunu/Red Chili;Liikkuva elintarvikehuoneisto;02100 Espoo;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
19250;2734201-9;Perho Liiketalousopisto Oy;;32317;Myyntivaunu/Ravintolakoulu Perho;Liikkuva elintarvikehuoneisto;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.03.2016;
3282;0961890-7;Oy Theron Catering Ab;;32331;Bistro Badenbaden II;Hernesaarenranta 6;00150 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
18766;2706941-1;Vice & Spice Oy;;32452;Myyntivaunu/Kimchi Wagon;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
6983;1633140-2;Riston Keittiö Oy;;32454;Myyntiteltta/Riston keittiö Oy;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
19464;2826460-6;Quickies Empire Oy;;32460;Myyntivaunu/Quickies Street Diner;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
19460;2142800-6;Spiraaliperuna;;32468;Spiraaliperuna;Liikkuva elintarvikehuoneisto; ;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
6983;1633140-2;Riston Keittiö Oy;;32566;Myyntivaunu/Riston keittiö Oy;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;10.05.2017;
19576;2830882-4;Pacellis' Kitchen Oy;;32698;Myyntiauto/Brazilian Carnaval Food Truck;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
19725;2755956-8;Orient Tulkkaus;Orient Tulkkaus;32958;Orient Food;Liikkuva elintarvikehuoneisto;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;6;;
18926;2536805-5;Makkaramies Oy;c/o Ferenc Vilisics;32959;Feri's Sausages (teltta);Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;10;;
19749;2130990-4;99 Burgers;;32992;99 Burgers;Kylänvanhimmantie 29;00640 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;2;04.01.2017;
19752;1709899-9;Ateriapalvelu Rakkaz;;32995;Ateriapalvelu Rakkaz / liikkuva elintarvikehuoneisto;Högberginhaara 11;04360 TUUSULA;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;10;;
18605;2706702-9;FalkOil Oy;;33052;Shell Tullinpuomi;Topeliuksenkatu 45;00270 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
19797;2842319-5;WIRTIN;;33097;Wirtin;Liikkuva elintarvikehuoneisto;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
19826;2788005-2;Idealgrain Oy;Idealgrain Oy;33151;Spent Grain Lab;Liikkuva elintarvikehuoneisto;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
13466;1393099-5;Pyörähuolto Poljin;Puistolan Pannu;33153;Myyntiteltta/Puistolan Pannu;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
19844;2844791-2;Maanpäällisen Paratiisin Perustamisyhdistys ry;;33191;Myyntivaunu/Maanpäällisen Paratiisin Perustamisyhdistys;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;6;20.08.2017;
19857;1560543-2;Food investment Finland Oy;;33242;Autogrilli;Kyläsaarenkatu 12;00580 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;10;;
19923;2841806-2;BONELESS WINGS OY;c/o Mira Nenonen;33391;Myyntivaunu/Boneless Wings Oy;Liikkuva elilntarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
19965;2829713-3;Restel Mexican Food Oy;;33479;Taco Bell Baker`s;Kalevankatu 2;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;86;;
20002;2844403-3;Go mango Oy;;33535;Myyntivaunu/Go Mango Oy;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;11.09.2017;
20036;1474491-6;TUAN MY;;33633;Myyntivaunu/Tähtigrilli;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
18140;2733800-1;Grilli 68;;33673;Myyntiauto/Grilli 668;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
20067;1535752-0;88-BURGERS;;33705;GARLIC&CHILI;Helsinginkatu 19;00500 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.07.2017;
4931;2042980-8;Venido Oy;;33972;McDonald´s Vuosaari;Kaivonkatsojantie 1;00980 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;100;01.05.2016;
8863;1948201-1;Profira Oy;;33977;McDonald's Teollisuuskatu;Teollisuuskatu 6;00500 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;90;24.10.2017;
20161;2761537-1;Sakih Sahil;;33980;Sakih Sahil;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;8;;
20179;2687835-6;Il Carro Italian Food Oy;;34010;Siirrettävä myyntilaite Il Carro Italian Food Oy;Iso Kylätie 24 C 25;04130 SIPOO;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;15.06.0015;
20207;2860437-5;PN Street Food;;34080;Myyntiauto/ Sai Gon Fast food;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
18816;2704948-8;Carnis Oy;;34089;McDonald's Kivikko;Kivikonlaita 2;00940 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;119;;
15177;2538302-8;Restel Fast Food Oy;;34096;Burger King Kontula Helsinki;Kontulankaari 1 A;00940 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;114;29.12.2016;
20252;2692841-3;Giang Linh Grilli;;34171;Giang Linh Grilli;Kuparitie 1;00440 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
20040;2658740-1;EntoCube Oy;;34374;Myyntiteltta/EntoCube Oy;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;20.09.2017;
20322;2857867-2;Subikettu Oy;;34583;Subway Ruoholahti;Itämerenkatu 21;00180 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;30;;
20840;2149455-6;Iiro Törmä Production Oy;;35667;Myyntipyörä/Piirone;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
20848;2117794-8;Novacorp Siivouspalvelut Ky;;35680;Myyntiauto/Donkey Grilli and Catering;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
20862;2710232-2;Hermann's Döner Oy;c/o AHK Business Center;35690;Hermann's Döner;Hernesaarenranta 6;00150 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
19965;2829713-3;Restel Mexican Food Oy;;35737;Taco Bell Itis;Itäkatu 1-5, huoneisto 2501;00930 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;99;;
20889;2507490-3;Garden 4U;;35742;Myyntivaunu/Victoria;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;6;;
7933;1372460-6;Laatumarja Irene Rissanen Tmi;;35745;Myyntiteltta/ Rissanen Food;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
3104;0637759-7;Krishna-liike ISKCON;;35788;Krishna kasvisruokaklubi ISKCON;Liikkuva elintarvikehuoneisto;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;24.05.2018;
18994;2564202-6;The Social Burger Joint Oy;c/o Kotipizza Group Oyj;35835;Social Burgerjoint REDI;Kyläsaarenkatu 25, K1;00580 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;40;;
20951;2909313-2;Pham Tien Hao;;35867;AsiaGrilli;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
20953;2200276-0;Hakofest; c/o HAKAN ÖZCIFTCI;35872;Hakofest;liikkuva elintarvikehuoneisto;28100 PORI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;15;26.05.0018;
20965;0680016-4;Delikatess Express Oy;;35887;FoodHood;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
15704;2093238-2;SOMASINA;;35908;Myyntivaunu/Akropolis-Greekgrill;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.06.2018;
20980;2837944-6;Loistava360;;35929;MangoMania;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;2;11.06.2018;
20995;2910512-1;Teppo&Matti grill;;35945;Teppo&Matti grill;Leikosaarentie 4 C 18;00980 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
2927;0873697-9;Fazer Food Services Oy;;36038;Fazer Food Truck;Messuaukio 1;00520 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
21033;2877958-9;Stefan F. Tmi;;36050;Pizzeria on Wheels;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
21034;2894456-4;P&P Burger Oy;;36051;Myyntiauto/ Bun 2 bun;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
2041;0116659-8;Lasten Päivän Säätiö/Linnanmäki;;36061;Linnanmäki / Salaatti & Varras;Tivolikuja 1;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;20;17.05.2018;
2041;0116659-8;Lasten Päivän Säätiö/Linnanmäki;;36067;Linnanmäki / Grilli;Tivolikuja 1;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;30;17.05.2018;
2041;0116659-8;Lasten Päivän Säätiö/Linnanmäki;;36085;Linnanmäki / Lintsihodari;Tivolikuja 1;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;5;27.04.2018;
2041;0116659-8;Lasten Päivän Säätiö/Linnanmäki;;36086;Linnanmäki / Lihapullabaari;Tivolikuja 1;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;60;27.04.2018;
21067;2850086-7;R2 Palvelu;;36105;Myyntivaunu/Food Club;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.01.2018;
21075;2904432-2;Crickets Online Oy;;36116;Myyntiteltta/ Crickets Online Oy;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
18994;2564202-6;The Social Burger Joint Oy;c/o Kotipizza Group Oyj;36121;Myyntivaunu/The Social Burger Joint;Liikkuva elintarvikehuoneisto;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;01.01.2018;
21103;2278850-5;BRL Production;;36162;Myyntiteltta/ Bali Brunch Helsinki;Harjutori 6 B 53;00500 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;20.07.2018;
13146;2488524-5;SoFresh Finland Oy;;36163;Myyntiteltta/ Rulla;Annankatu 4;00120 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.20;Grilli- tai pikaruokatoiminta;-;;
